3327:0.0167386 3216:0.0130677 2133:0.0127561 1964:0.0108638 2008:0.00991303 
3327:0.0276329 537:0.0137129 1532:0.0135695 2047:0.0117741 158:0.0070508 
3327:0.0245744 1511:0.0118455 2945:0.00830245 33:0.00139897 2042:0.00117387 
2187:0.0191742 3327:0.0146498 1330:0.0146013 1335:0.0125647 2417:0.0106679 
1841:0.0339724 3327:0.03015 1842:0.0296592 2654:0.00640601 1496:0.00556035 
2911:0.0364589 3279:0.0330389 3071:0.0284894 3327:0.0214494 969:0.00765259 
3297:0.0109292 2828:0.00667205 1787:0.00534288 3327:0.00438169 2831:0.00437133 
3327:0.020706 934:0.00954503 2573:0.00399368 2818:0.00306295 2671:0.00250035 
3327:0.0654256 2685:0.0256735 1205:0.015266 1958:0.0145934 2759:0.0144016 
3327:0.0138884 3373:0.00324592 2759:0.00303461 2203:0.00156483 3093:0.0014242 
2297:0.037079 3327:0.03204 2788:0.0198876 2462:0.0105143 1197:0.00841684 
284:0.0342766 236:0.0189603 3327:0.0169474 455:0.00693186 1449:0.00621981 
444:0.029857 2788:0.0236058 3327:0.015995 2095:0.0136231 3157:0.00919746 
3327:0.0298756 2071:0.00707473 3097:0.00455731 1202:0.00411653 2203:0.00343535 
3327:0.00817346 3350:0.00307258 1335:0.00264514 2047:0.00198116 3049:0.00197207 
3327:0.0175969 253:0.00545876 2008:0.00313107 2573:0.00276279 3208:0.00207174 
3327:0.0246144 2735:0.0231352 2710:0.0167036 2033:0.00733084 1207:0.00626758 
3327:0.0247103 1707:0.016486 2849:0.0143526 1731:0.0108848 284:0.0106564 
3327:0.0182393 2203:0.00233741 953:0.00106086 1417:0.00100898 3176:0.000786792 
3253:0.0236371 3327:0.0181843 3187:0.0151126 253:0.00588978 3065:0.0052243 
3327:0.0282706 1958:0.0191511 1905:0.0147272 642:0.00931599 3168:0.00885818 
1594:0.0403073 3327:0.0365839 1376:0.0159401 2788:0.0133511 2303:0.00883704 
3327:0.0153164 1594:0.00937719 2637:0.0080509 2095:0.0070139 2883:0.00644697 
3327:0.0293875 1511:0.0185385 2772:0.00713969 1716:0.00421202 2933:0.00401657 
2071:0.0228871 3327:0.0222831 2075:0.0128918 2073:0.00968766 188:0.00269351 
3187:0.0121115 3327:0.0106045 2226:0.00807341 284:0.00374791 434:0.00264338 
1192:0.0426899 3327:0.0190765 3083:0.0110804 2071:0.00774792 2573:0.00756077 
3327:0.0319398 2552:0.00902559 2573:0.00593637 3096:0.00486213 2788:0.00478745 
3327:0.0251376 2552:0.0040247 2970:0.00376197 1152:0.00291628 2573:0.00145497 
642:0.0283119 3327:0.0269104 1078:0.0197982 2818:0.0189665 1077:0.0177875 
1905:0.0327817 1958:0.0258936 3327:0.024346 1542:0.0158546 1205:0.0106511 
3327:0.0339733 1942:0.025988 2714:0.0254799 1944:0.0245478 2857:0.0236907 
2759:0.0656923 3327:0.0498675 2760:0.0247009 1496:0.0136769 3168:0.0129807 
3327:0.0213656 2933:0.014245 323:0.0100582 1152:0.00587543 3297:0.00446446 
3327:0.0283332 2047:0.00822538 3321:0.00475172 3297:0.00454745 1073:0.00447738 
2456:0.0794533 559:0.0651254 1398:0.0360437 284:0.029576 3327:0.025345 
3327:0.0335416 190:0.0276201 191:0.0159104 2573:0.00897112 1958:0.00735182 
3327:0.022271 3297:0.0170235 3300:0.0141768 885:0.011447 2843:0.00617647 
3327:0.0260356 1594:0.0234273 2887:0.00981443 2203:0.00701815 2095:0.00582972 
3327:0.00899404 1976:0.00778638 491:0.00756108 483:0.00567124 1318:0.00549901 
3327:0.0239542 3132:0.010116 1169:0.00990455 1969:0.00933006 3168:0.00905831 
3327:0.0166398 3083:0.0107318 2133:0.00968689 3216:0.00747049 1391:0.00550775 
3327:0.0200799 2203:0.0160894 3319:0.0138785 3187:0.0138172 1461:0.0133942 
284:0.0281502 3327:0.0215268 3373:0.00135686 2762:0.00107345 953:0.00106086 
2203:0.0510712 3327:0.0336763 336:0.00823935 284:0.0051927 2417:0.00505668 
3327:0.0263671 2447:0.0180152 220:0.00906112 2507:0.00864281 1461:0.0085163 
1141:0.0268032 3327:0.0151225 1145:0.0122852 2168:0.0110404 3041:0.00760024 
3327:0.0180321 2818:0.00176657 290:0.00119223 953:0.00106086 2671:0.000799464 
3327:0.0300588 1243:0.0227004 2090:0.0105263 1152:0.00659619 2818:0.00521853 
3327:0.0331256 2696:0.0155999 650:0.010464 2447:0.00922601 649:0.0069534 
2203:0.0212797 3327:0.0110567 2417:0.00522665 1781:0.00271982 336:0.00208865 
1376:0.128006 1627:0.0447355 511:0.0402429 1884:0.0354337 3327:0.0254903 
3327:0.0240712 3168:0.0228655 358:0.00878733 268:0.00441673 3373:0.00401221 
3327:0.0206013 2047:0.0046078 3297:0.00200995 2573:0.00197748 1922:0.00172872 
2168:0.0325996 903:0.0319426 1141:0.0282105 1798:0.0161859 3327:0.0146079 
3327:0.0210165 3194:0.0039961 1375:0.00350356 1374:0.00141473 2047:0.00141285 
3327:0.0279066 284:0.010328 3187:0.008735 2762:0.00610235 2417:0.00498906 
3327:0.0367605 1627:0.0261632 1594:0.0239165 2685:0.0224719 2248:0.0212425 
3327:0.0446738 2797:0.02313 1318:0.0203817 2792:0.0105952 2787:0.00860438 
3327:0.019648 1905:0.0108329 1958:0.00808352 2685:0.00631389 3321:0.00501119 
3327:0.0150345 234:0.0147977 2203:0.0104636 284:0.00690001 164:0.00561129 
3327:0.0191945 2417:0.00691083 2227:0.00602349 2685:0.0047063 887:0.00467795 
3327:0.0217153 2507:0.0168778 1742:0.0130801 3049:0.00958549 3187:0.0066775 
3327:0.0205509 323:0.0141602 2945:0.0119056 2203:0.0105317 3116:0.00958021 
3327:0.0441762 1376:0.0272026 323:0.0186666 1893:0.0176943 727:0.00763506 
2507:0.0283174 3327:0.0220602 1137:0.0107352 1141:0.00801445 2901:0.00646034 
3327:0.0203839 2447:0.0195771 2788:0.00469523 3096:0.00433876 1194:0.00216098 
2496:0.0240982 3327:0.0208142 284:0.0142378 1905:0.00652282 2417:0.00537756 
290:0.0441608 2033:0.031497 3327:0.0152197 2462:0.0139384 2609:0.00835777 
3327:0.0208232 2158:0.00927082 2047:0.00329975 2449:0.00256034 2818:0.00178439 
2071:0.0686972 3327:0.0523257 2073:0.029358 3096:0.0272307 1746:0.0253745 
3327:0.0177645 2417:0.00248624 1654:0.00219458 1627:0.00186989 1967:0.00167128 
3327:0.0304344 336:0.0199496 2203:0.0165364 2047:0.00313441 1026:0.00306853 
2203:0.0613536 3327:0.0375492 375:0.00818738 2401:0.00702386 2417:0.00662116 
3327:0.0102112 2818:0.0100889 2456:0.00837283 1496:0.00409131 2454:0.00377479 
3327:0.0225286 2788:0.00496238 2447:0.0044174 2675:0.00271391 2203:0.0025349 
2447:0.0556446 3096:0.0344444 2788:0.0289838 3036:0.023012 3327:0.0208034 
2750:0.0316384 3327:0.0223731 642:0.0218823 1090:0.0203735 1067:0.0185362 
3327:0.0280831 336:0.0251177 1461:0.0113875 1467:0.00861736 353:0.00808027 
2203:0.0469121 3327:0.0327769 2227:0.00970432 2417:0.00780294 290:0.00398845 
3327:0.0272351 1905:0.0255184 1542:0.0151608 1958:0.011287 2573:0.00840963 
1461:0.0120213 3327:0.00916867 1467:0.0077914 3187:0.00356648 2573:0.00107537 
3327:0.0366588 3187:0.0289091 1192:0.0241286 3253:0.0156523 3065:0.00837719 
3186:0.0227387 3327:0.0157365 2297:0.0136144 3083:0.00731447 3216:0.00561291 
3049:0.0316348 863:0.0206814 3050:0.0203282 2951:0.0146306 2417:0.0135996 
3041:0.0486056 2203:0.0264751 3327:0.0235304 679:0.0115255 763:0.00793056 
3327:0.0224597 3297:0.015936 3384:0.0119718 2573:0.0100251 3306:0.00651933 
3327:0.0276309 2685:0.00431524 2833:0.00180718 2016:0.00172888 769:0.00171905 
3327:0.0270069 635:0.0168618 1200:0.006695 2609:0.00570627 2788:0.00529464 
3327:0.0362334 2203:0.0311517 164:0.00750449 2417:0.00333602 301:0.00222304 
2507:0.0153699 3327:0.014402 953:0.00106086 1059:0.000709412 843:0.000680323 
3327:0.022776 1496:0.00843307 3176:0.00276447 2417:0.00183215 3373:0.00121455 
3327:0.0576402 1905:0.0216704 2759:0.020789 1496:0.00960043 2760:0.00521861 
2818:0.0292907 3321:0.00610198 2748:0.00506611 122:0.00307279 2573:0.00194389 
2047:0.0314491 3327:0.0236187 574:0.0223374 1943:0.00677265 537:0.00661903 
3327:0.0145636 503:0.0136481 2710:0.0050239 2573:0.00419441 2557:0.00384345 
3327:0.0429358 3168:0.0134451 1504:0.0130031 1496:0.00889529 455:0.00821943 
3327:0.0166125 2071:0.00329137 284:0.00302744 3096:0.00264128 2685:0.00181136 
3327:0.026705 3297:0.00912728 2047:0.00635079 1081:0.00416945 3321:0.00391443 
3327:0.0274357 2417:0.0119067 1078:0.00968633 1077:0.00860183 2227:0.00849118 
2762:0.0403624 892:0.0390852 3367:0.0325677 1627:0.0135983 3327:0.00838946 
1905:0.0514365 1906:0.0212406 3094:0.021113 3327:0.0208777 202:0.0187715 
2573:0.0160827 3327:0.0137957 1905:0.00823381 2592:0.007813 2685:0.00616083 
3327:0.020816 2417:0.014215 284:0.0132788 1627:0.00640776 268:0.00491808 
3327:0.0207123 2447:0.0155717 2696:0.00902095 2100:0.00827223 1732:0.00807754 
3327:0.019813 2417:0.00878322 483:0.00311967 1922:0.00136455 1335:0.00124011 
2582:0.0278088 2033:0.0178501 2489:0.0174402 2580:0.0173141 1011:0.0130702 
1141:0.0271942 3327:0.0194154 2507:0.0191102 2447:0.0187268 2417:0.0120243 
3327:0.0290977 2849:0.0206353 1313:0.0136339 2507:0.0122374 3358:0.00982299 
3327:0.0164872 3022:0.0141727 1215:0.0131171 174:0.0118415 3023:0.00821945 
3327:0.0152607 434:0.0137227 2788:0.00970478 2462:0.00472877 1202:0.00314092 
3327:0.0287459 1141:0.0112247 2417:0.0101892 2818:0.00447729 1145:0.00365231 
3327:0.019141 3319:0.0168189 1461:0.0145236 1344:0.0055054 1467:0.00327834 
3327:0.0242745 2685:0.0111212 434:0.00357303 804:0.00268181 58:0.00250733 
3327:0.0217732 505:0.0131859 2609:0.0115737 987:0.00569696 1018:0.00345626 
3327:0.0290772 1594:0.0125686 1627:0.00927234 2710:0.00723121 2095:0.00329169 
3327:0.0302892 1732:0.00672045 3065:0.0054303 1376:0.00522423 2290:0.00355214 
691:0.039428 2281:0.0357522 2070:0.0343069 3327:0.0312161 1905:0.02828 
3327:0.0207394 2447:0.01005 433:0.00689915 1627:0.00637849 2417:0.00627475 
3327:0.0189936 1627:0.0114853 3286:0.00385951 2417:0.00254939 268:0.00253036 
1376:0.0300816 3327:0.0254424 2303:0.0221993 2098:0.0162781 987:0.0152317 
3327:0.0450231 1496:0.0178003 3168:0.0118264 1152:0.00710032 3367:0.00483159 
284:0.0488147 3327:0.0116314 2417:0.0115132 300:0.00879207 736:0.00690408 
3327:0.01918 2911:0.0173036 2818:0.00378291 3297:0.00234529 3077:0.00208809 
2447:0.0396224 2609:0.0248309 3327:0.0235444 361:0.0167142 702:0.0142959 
2868:0.0373181 2609:0.0347653 2898:0.0333849 1558:0.0323972 1918:0.0323972 
2496:0.0634834 1905:0.0281458 284:0.0237487 3327:0.0200216 2762:0.0089462 
3327:0.0607204 2125:0.0535402 2672:0.0459482 1330:0.0165806 2187:0.0115601 
3187:0.0269369 3327:0.0204794 737:0.00827961 1533:0.00691487 3083:0.00658564 
3327:0.0198328 1192:0.0110481 2573:0.00656837 2979:0.00335684 887:0.00290818 
3327:0.0523291 483:0.035679 1976:0.0232193 2797:0.0227714 1318:0.0222304 
3327:0.0426481 1200:0.0107337 1659:0.00655543 2203:0.00366483 2417:0.00202657 
3327:0.022861 1461:0.0165185 1467:0.0121594 2951:0.0117985 2417:0.0101958 
3327:0.0213219 2818:0.00645353 2573:0.00463226 190:0.00325723 2180:0.00146563 
3327:0.0283763 814:0.00817186 2675:0.0053091 2203:0.00480798 969:0.00289481 
2609:0.0158696 1268:0.0140599 1356:0.0117055 2933:0.0101733 1594:0.00787026 
1958:0.0398768 1905:0.0272308 3327:0.0246638 711:0.0129559 2145:0.00802501 
3327:0.0128969 2818:0.0101747 2372:0.00382183 2573:0.00313559 769:0.00223187 
2133:0.0336116 3327:0.0243239 3382:0.0224528 1467:0.0215517 1469:0.0168584 
3327:0.0294 2573:0.00759295 3373:0.00500049 2818:0.00357201 1728:0.00318986 
3327:0.0236737 1297:0.0129118 284:0.00912417 1469:0.0050016 1078:0.00483727 
3327:0.0227758 537:0.00739023 503:0.00571146 2573:0.00297206 2180:0.00184342 
3327:0.0165703 2075:0.0107432 2203:0.00676206 3083:0.00589222 1376:0.00436877 
3327:0.0219452 2933:0.0172217 1627:0.0123953 516:0.0063042 731:0.00601703 
2419:0.00888346 950:0.00857805 2646:0.00787607 3363:0.00602926 934:0.0055313 
2047:0.0370946 1467:0.0352804 158:0.0335165 1461:0.0297321 2122:0.0261349 
3327:0.0195298 3065:0.00877655 2203:0.00712058 3085:0.00608198 2788:0.00361116 
3041:0.0446202 2447:0.0185701 3327:0.018051 2417:0.0159986 2788:0.00760702 
3327:0.0168746 1584:0.0091068 849:0.0056055 1461:0.00388897 2685:0.00325003 
3327:0.0251747 3297:0.00893842 2573:0.00862901 1011:0.00652061 953:0.00106086 
3327:0.0439131 1954:0.00814688 2910:0.00764095 2226:0.00592432 2310:0.00555775 
3327:0.0421156 1931:0.030025 2456:0.0291489 560:0.021002 1932:0.0203885 
2447:0.0208331 3327:0.0183263 2203:0.0101659 2417:0.00901815 2609:0.0084781 
3327:0.0232555 1594:0.0222032 3031:0.00939916 2095:0.00890661 2609:0.00664665 
642:0.03095 3327:0.0177961 1182:0.00798798 1627:0.00570807 896:0.00353498 
433:0.0146417 3327:0.0104489 1799:0.00984384 1798:0.00978424 2417:0.00894366 
3327:0.0212011 164:0.00635165 2447:0.00512299 1634:0.00426377 2417:0.00413996 
1594:0.0473407 1376:0.0411321 2303:0.0408226 3327:0.0362933 3011:0.0118126 
1594:0.0264007 3327:0.0255953 2095:0.005743 2609:0.00574116 2788:0.00498009 
3327:0.0227157 3216:0.00600518 3274:0.00366384 2911:0.00323742 2818:0.00270276 
3327:0.017141 2447:0.0100645 1732:0.00695667 2762:0.00308238 284:0.00274547 
1905:0.0625098 1413:0.0308212 1906:0.0301369 1423:0.0289484 1958:0.0275721 
3327:0.0247053 3297:0.0130208 1124:0.0061125 2417:0.00518693 3321:0.00359323 
3327:0.0288502 537:0.0134627 2573:0.00726932 2818:0.00620666 164:0.00417524 
3187:0.0236068 3096:0.0129234 3327:0.0127571 1999:0.0118219 1209:0.0117016 
2090:0.0253359 3327:0.0230333 3262:0.0141983 1767:0.0051703 1461:0.00497463 
2203:0.044953 3327:0.0208147 679:0.0111595 2417:0.0100963 762:0.00987839 
463:0.0302363 3327:0.0238711 466:0.0232015 3298:0.0157459 1742:0.00852816 
3327:0.0239448 220:0.00498979 2507:0.00470043 3065:0.00380102 3373:0.00271233 
3327:0.0342226 1627:0.023797 2142:0.0128831 2746:0.0118377 3111:0.00967548 
2911:0.00770031 1742:0.00528958 503:0.00505788 934:0.00380773 2573:0.00318327 
2447:0.0277779 3327:0.0181035 2578:0.0157352 284:0.00863906 1552:0.00776569 
3327:0.0131004 1627:0.00581965 1496:0.00201825 1766:0.0017346 638:0.0011436 
3327:0.0281641 2203:0.0129812 2417:0.00407653 1627:0.00321548 1318:0.0028733 
3327:0.0164948 491:0.0116048 483:0.00884116 3373:0.00363048 2294:0.00358729 
746:0.0419207 3327:0.0242671 745:0.0216638 2033:0.0182186 732:0.016298 
3327:0.0170611 3168:0.0149591 1121:0.0130299 3225:0.00815128 268:0.00268135 
3327:0.0276978 3060:0.00511935 2047:0.00352687 2203:0.00319542 769:0.00211417 
2417:0.00929134 3327:0.00842339 1215:0.00364812 341:0.00295148 2818:0.00257827 
234:0.0716115 2584:0.0419857 2248:0.0396383 1967:0.0379613 928:0.034744 
3327:0.00837986 2203:0.0047982 290:0.00387412 2685:0.00349666 670:0.00316537 
3327:0.0246596 2203:0.0171313 2417:0.0077617 1413:0.006937 1423:0.00646495 
2447:0.0145166 3327:0.0138878 2696:0.00967706 1376:0.00809777 526:0.00658541 
1467:0.0443869 1461:0.0375016 2203:0.0231238 597:0.0208803 1469:0.0057305 
3327:0.0343505 2917:0.0318348 1954:0.0108633 1335:0.00905071 1330:0.00831924 
3327:0.0261774 284:0.017625 2417:0.0150286 484:0.00822094 1642:0.00822094 
3327:0.0282001 2573:0.00903306 2685:0.00382315 1967:0.00195956 2289:0.00119873 
430:0.0124701 3327:0.0124103 2071:0.0119053 2417:0.00556125 2788:0.00476428 
832:0.0342982 1912:0.0272035 3327:0.0201568 1928:0.0145335 1802:0.0138456 
3327:0.0185425 2417:0.00166488 953:0.00106086 1059:0.000709412 1634:0.000396732 
2318:0.0159823 3327:0.0138844 2685:0.0122998 2818:0.0102565 1594:0.00955304 
3327:0.0201962 1905:0.00426705 1958:0.00255759 2654:0.00214007 1496:0.00182979 
3327:0.0242657 1461:0.0184169 994:0.0175517 1467:0.0165565 30:0.00593848 
3196:0.0358896 3327:0.0109262 63:0.00358883 2462:0.00141304 953:0.00106086 
3327:0.0171579 2417:0.0120102 2447:0.0117328 1243:0.00422477 3373:0.00406791 
3327:0.0205431 2203:0.017854 2417:0.00419634 1335:0.00243298 953:0.00106086 
2203:0.0375533 2115:0.0277581 2417:0.0259571 376:0.025789 3321:0.0193538 
3297:0.0197305 3327:0.0177781 2090:0.0109335 2047:0.00810582 3083:0.00687919 
3327:0.0174276 1461:0.00434785 2573:0.003116 1417:0.00232852 33:0.00199973 
3327:0.0494501 2203:0.0296503 2507:0.015842 2332:0.00768991 2710:0.00760609 
3327:0.0303044 1905:0.0177878 1958:0.011676 1205:0.00672036 2685:0.00569163 
3327:0.0208723 2133:0.0164784 483:0.00927556 2788:0.0081838 2573:0.00391843 
3327:0.025805 2609:0.0234054 2818:0.00703693 679:0.00336769 3361:0.00226708 
2462:0.0160586 3327:0.0134289 2788:0.0110714 3022:0.00994633 3065:0.00981967 
3327:0.0242454 1197:0.0152827 1554:0.00990965 3065:0.00853717 1215:0.00741552 
2447:0.0190528 3327:0.0178139 2609:0.0170164 505:0.0151381 2788:0.00992154 
3327:0.0443174 3168:0.0321024 1496:0.0137828 2417:0.00970744 2203:0.00698074 
444:0.0161062 3327:0.0142199 2788:0.00721156 1262:0.00453039 2180:0.00149711 
2447:0.0485277 2507:0.0307726 3327:0.0215487 2609:0.0100297 1461:0.00445519 
2552:0.0823589 2970:0.0713391 2071:0.0468524 2073:0.04315 2075:0.0406188 
284:0.0239663 483:0.013387 3065:0.00690541 491:0.00598778 3373:0.00569801 
3187:0.0216623 3327:0.0139795 491:0.0129497 2203:0.0123795 1627:0.00826516 
1467:0.0228973 1461:0.0175963 3327:0.0124233 2818:0.008603 2073:0.00689461 
2073:0.0274749 2071:0.0222778 3327:0.0181221 2552:0.0180405 2970:0.0171276 
3327:0.0372996 1318:0.0117183 2797:0.0107293 891:0.00908383 2175:0.00768101 
3327:0.0597406 3286:0.00910657 2417:0.00840088 2710:0.0058507 1958:0.00481516 
3327:0.0382796 1742:0.0118125 2315:0.0102531 1287:0.00871071 2417:0.00734054 
3327:0.0227596 3321:0.0139216 2075:0.0106676 2710:0.00863844 2071:0.00519601 
3327:0.0270562 642:0.0184644 650:0.0133261 2417:0.0128397 419:0.0072792 
3327:0.0207133 2187:0.00688087 1330:0.0055838 284:0.00549042 1335:0.00328571 
3187:0.0343835 3327:0.0320162 2797:0.0110293 2842:0.00712343 3072:0.00540005 
1542:0.0323044 3327:0.028673 3321:0.0270304 1905:0.02665 1958:0.0255121 
3216:0.0235419 3327:0.017929 3083:0.00710047 2573:0.00646725 969:0.00218346 
3327:0.0418197 2203:0.0344569 3321:0.0303316 1781:0.0123885 1214:0.00867902 
3327:0.0199133 1845:0.0175188 704:0.00837994 787:0.00654479 2573:0.00543304 
3327:0.0286213 1496:0.0165089 3168:0.0145992 224:0.00350708 1627:0.0028372 
2047:0.0186973 3327:0.0172625 158:0.0132597 290:0.0119778 2685:0.00770593 
2203:0.0363034 3327:0.0189797 2417:0.00624729 1141:0.00519869 3373:0.00190616 
3327:0.0400764 1845:0.0374917 1011:0.0327014 1074:0.0251361 2685:0.0217692 
3327:0.0189355 3387:0.00910078 3373:0.00270583 2447:0.00268952 2785:0.00211294 
3327:0.0209527 2609:0.0165773 1384:0.0115208 1912:0.0070044 1928:0.00451576 
2297:0.0297822 3327:0.0256516 3343:0.0248827 727:0.0220786 1504:0.0146059 
3327:0.02472 1964:0.0112615 2911:0.00405149 30:0.00230972 3196:0.00222699 
3327:0.0143813 1141:0.00777423 2609:0.00774278 1145:0.00705536 2417:0.00344842 
3327:0.0244157 2456:0.00985792 284:0.00690721 2417:0.00331674 58:0.00201848 
2203:0.0328436 3327:0.0286877 1566:0.0251481 3382:0.00593062 375:0.00425293 
3327:0.0175628 924:0.0113962 2203:0.010716 3132:0.00855121 1169:0.00704076 
3327:0.0209742 1905:0.0149815 2203:0.00677233 1906:0.0060228 1958:0.005559 
2203:0.0471068 3327:0.0329446 3187:0.0114937 358:0.00651199 284:0.00554451 
3327:0.0299575 2447:0.0182251 2180:0.00153765 953:0.00106086 3155:0.00097071 
3327:0.0263354 3373:0.00998979 2417:0.00907354 2797:0.00398368 1318:0.00366534 
2203:0.045269 3327:0.0225201 1315:0.0114983 3015:0.00497782 2417:0.00419007 
3327:0.0442308 891:0.00761221 1152:0.00681485 2417:0.00669256 2685:0.00499817 
3327:0.022045 2203:0.0207957 679:0.00310144 1746:0.00227797 2417:0.00153775 
3327:0.0215707 2573:0.0105848 463:0.00584517 466:0.00523219 1575:0.00451566 
3327:0.0173508 2071:0.0100506 3029:0.00506572 3170:0.00499005 3171:0.00394497 
3327:0.0187257 537:0.00303671 617:0.00172599 1376:0.00147472 1600:0.00107824 
1152:0.0241152 3327:0.0194333 2507:0.0132423 2047:0.0117548 1627:0.00694371 
2818:0.0304466 2573:0.0223263 1873:0.016609 3327:0.0145921 2361:0.0128357 
1376:0.025677 3327:0.0189675 953:0.00106086 433:0.000724249 1059:0.000709412 
3327:0.0497965 2818:0.0134132 3083:0.00816228 1575:0.00283748 1318:0.0015962 
3327:0.0227728 2456:0.01295 1335:0.00288194 1062:0.00157308 657:0.0014814 
190:0.0567463 191:0.0411175 3327:0.0287493 3096:0.0129301 769:0.0110061 
892:0.12396 2762:0.119847 3367:0.0976492 2417:0.00297328 650:0.00230244 
2297:0.0547576 2788:0.0296091 3327:0.020575 1627:0.016696 3333:0.00896886 
2582:0.0313729 3041:0.0291967 2489:0.0228446 2580:0.0149491 2033:0.0131357 
3327:0.0237453 2592:0.0167236 2685:0.00641564 1787:0.00378962 2260:0.00278572 
3327:0.0362012 994:0.0360967 2047:0.00422498 3363:0.00379551 2033:0.00345227 
2552:0.0266901 1541:0.0221286 2071:0.0212374 2970:0.0170305 284:0.0153314 
3327:0.0291241 2047:0.0176235 158:0.0137776 2573:0.00630427 290:0.00413883 
2456:0.0154569 2685:0.0111558 3327:0.00908097 381:0.00849965 2040:0.00755563 
1376:0.032536 3327:0.0197019 843:0.0118705 825:0.00639923 2672:0.00602988 
3327:0.0379531 2507:0.0254031 650:0.0239374 649:0.0236904 2447:0.00829541 
3065:0.0106551 3327:0.00788177 1152:0.00235258 2203:0.00190894 632:0.00111509 
3327:0.0235382 2496:0.0163004 3321:0.015087 284:0.0121493 2417:0.00721085 
3327:0.0399106 2788:0.039095 3065:0.0240239 2447:0.0115319 2417:0.00865177 
3327:0.0267187 2685:0.0185426 2818:0.00706716 746:0.00495651 2573:0.00460736 
2203:0.0381468 3327:0.0222323 2759:0.0176257 3083:0.00882568 832:0.00809296 
2447:0.020138 3327:0.016303 526:0.00818905 1152:0.00488093 2696:0.00441749 
3327:0.0341487 2187:0.021317 1330:0.0181395 1335:0.0127992 2186:0.00990419 
907:0.0241491 2071:0.0230385 2073:0.0149087 2788:0.0105097 1467:0.00621538 
1922:0.0196683 3327:0.0149324 1250:0.00483276 934:0.00284921 2203:0.0028152 
1356:0.0413137 1268:0.0401862 1594:0.0277993 2685:0.026059 3365:0.0151798 
1912:0.0258238 3327:0.0150521 1928:0.0114701 2609:0.00980628 1913:0.00377275 
301:0.0443373 3327:0.0309581 284:0.0300226 300:0.0238938 2379:0.01977 
3327:0.0164555 2696:0.0113156 2697:0.00870794 1078:0.00618862 1731:0.00588886 
635:0.0569339 2178:0.0375444 1807:0.0348592 1445:0.0340945 3327:0.0118827 
3327:0.0151128 2685:0.0104293 3286:0.00913778 1627:0.00583272 896:0.00381125 
3327:0.0200524 2417:0.0133834 1152:0.00743771 2203:0.00632677 1048:0.0043353 
3327:0.0220901 2462:0.0210097 2788:0.013332 838:0.0104088 2447:0.00865005 
3327:0.0323693 2573:0.00929175 994:0.00620244 2407:0.00588258 2133:0.00524339 
2447:0.0261937 1262:0.0162938 2788:0.0133447 3327:0.0116226 1243:0.00963586 
3327:0.0258002 2203:0.0137649 1169:0.0068265 336:0.00325327 492:0.00256822 
2297:0.0366702 3327:0.0248991 2759:0.00781073 2788:0.00656828 2818:0.00425944 
3327:0.0335464 3168:0.023669 642:0.014198 1496:0.0133701 3321:0.00639258 
253:0.0486683 3327:0.0183257 2008:0.0155567 2417:0.00962478 2014:0.00328528 
3083:0.0381437 3327:0.0194669 2203:0.0167073 1967:0.00705761 3216:0.00538097 
2203:0.0934624 3327:0.0503404 376:0.0321124 375:0.0307508 2740:0.0156639 
1964:0.069865 3196:0.0338742 1192:0.0247591 3327:0.0231821 3136:0.0211234 
3327:0.0200529 1250:0.017205 2075:0.00947455 2071:0.00489158 2073:0.00438648 
3327:0.0252185 3321:0.0145695 2447:0.0107839 2788:0.0105553 1905:0.00829899 
284:0.0321611 3327:0.0284806 679:0.0030614 2456:0.00260765 1461:0.0025449 
3327:0.0219194 916:0.0182761 427:0.0101584 424:0.00499618 428:0.00468378 
2203:0.0837056 2740:0.0374264 1467:0.0307834 1461:0.0297237 3327:0.0225259 
3327:0.0216034 3187:0.0196269 1461:0.0158682 3128:0.0137101 1467:0.0126531 
3327:0.0325923 2054:0.00918461 1152:0.00554022 2051:0.00500354 3187:0.00490098 
3327:0.00657779 3083:0.00509404 2818:0.004909 3041:0.00448469 3297:0.00411651 
3327:0.0265665 2748:0.0112621 3321:0.00874787 3187:0.00573506 2685:0.00478109 
2133:0.0233766 3327:0.0137053 1136:0.00606071 33:0.00418821 3065:0.00326193 
2462:0.0233153 3327:0.0191911 2772:0.00442307 2203:0.0042434 336:0.00383011 
2071:0.0175068 2573:0.0138162 2685:0.00671456 2970:0.00373863 2552:0.00301671 
3327:0.0229462 537:0.00812976 3049:0.00393438 1928:0.00310308 3373:0.00289049 
3327:0.0204263 2818:0.0100459 3350:0.00279232 2402:0.00179969 953:0.00106086 
2203:0.0690761 3327:0.0366843 2465:0.0119593 2417:0.0106904 679:0.00984277 
903:0.0246446 2168:0.0201836 3327:0.0127315 1141:0.0113219 430:0.0100177 
3327:0.0252199 2456:0.00831622 1335:0.00736384 657:0.00366095 2685:0.00322112 
2203:0.0725477 843:0.0465155 3327:0.0361759 3342:0.0235375 2675:0.0124558 
301:0.0218342 3327:0.0151131 284:0.0131407 736:0.0106251 737:0.00714621 
3031:0.0268603 3327:0.0252151 1594:0.0137137 2095:0.0127457 3387:0.00998183 
253:0.0158449 2710:0.0152713 2818:0.0147024 2332:0.0138451 3065:0.0105643 
3327:0.0238734 2788:0.0184052 2417:0.0181417 2462:0.0157805 3321:0.0109787 
